 13
 *************************************************
 $Id: eii_casnati.data,v 1.2 2011/04/12 22:13:58 mainegra Exp $
 *************************************************
 Electron Impact Ionization cross sections for K shell
 with binding energies above 1 keV in barn/atom.
 Energy range: binding energy ... 10 GeV
 Equidistant bins on a logarithmic grid.
 Casnati's empirical formula used to calculate the data.
 Equivalent to the KEK EGS4 EII data base.
 Format is: max. energy, number of points 
 For each element: Z, number of shells with U > 1 keV
 For each such shell: global cross section maximum
                N data points sigma/sigma_max
  10000. 250
 1 0
 2 0
 3 0
 4 0
 5 0
 6 0
 7 0
 8 0
 9 0
 10 0
 11 1
  26763.6055
 0.11462 0.22373 0.32637 0.42184 0.50969 0.58967 0.66169 0.72582 0.78223 0.83118
 0.87299 0.90803 0.93673 0.95950 0.97678 0.98900 0.99660 1.00000 0.99960 0.99579
 0.98893 0.97938 0.96745 0.95345 0.93765 0.92031 0.90168 0.88197 0.86138 0.84008
 0.81825 0.79602 0.77353 0.75091 0.72824 0.70564 0.68317 0.66092 0.63895 0.61730
 0.59604 0.57519 0.55479 0.53487 0.51546 0.49657 0.47821 0.46039 0.44313 0.42642
 0.41027 0.39468 0.37964 0.36514 0.35119 0.33777 0.32487 0.31249 0.30062 0.28923
 0.27833 0.26789 0.25792 0.24838 0.23928 0.23059 0.22231 0.21442 0.20690 0.19976
 0.19296 0.18651 0.18039 0.17458 0.16908 0.16388 0.15895 0.15430 0.14991 0.14577
 0.14188 0.13822 0.13478 0.13155 0.12853 0.12571 0.12308 0.12063 0.11836 0.11625
 0.11431 0.11252 0.11087 0.10937 0.10800 0.10676 0.10564 0.10464 0.10375 0.10298
 0.10230 0.10172 0.10123 0.10083 0.10052 0.10028 0.10012 0.10003 0.10001 0.10005
 0.10015 0.10031 0.10051 0.10077 0.10107 0.10142 0.10181 0.10223 0.10269 0.10318
 0.10370 0.10425 0.10482 0.10542 0.10604 0.10668 0.10733 0.10801 0.10869 0.10940
 0.11011 0.11084 0.11157 0.11232 0.11307 0.11384 0.11461 0.11538 0.11616 0.11695
 0.11774 0.11854 0.11934 0.12014 0.12095 0.12176 0.12257 0.12338 0.12420 0.12502
 0.12584 0.12666 0.12748 0.12830 0.12913 0.12995 0.13078 0.13161 0.13243 0.13326
 0.13409 0.13492 0.13575 0.13658 0.13741 0.13824 0.13907 0.13990 0.14073 0.14156
 0.14239 0.14322 0.14405 0.14489 0.14572 0.14655 0.14738 0.14821 0.14905 0.14988
 0.15071 0.15154 0.15237 0.15321 0.15404 0.15487 0.15570 0.15654 0.15737 0.15820
 0.15903 0.15987 0.16070 0.16153 0.16236 0.16320 0.16403 0.16486 0.16569 0.16653
 0.16736 0.16819 0.16902 0.16986 0.17069 0.17152 0.17235 0.17319 0.17402 0.17485
 0.17568 0.17652 0.17735 0.17818 0.17902 0.17985 0.18068 0.18151 0.18235 0.18318
 0.18401 0.18484 0.18568 0.18651 0.18734 0.18817 0.18901 0.18984 0.19067 0.19150
 0.19234 0.19317 0.19400 0.19483 0.19567 0.19650 0.19733 0.19817 0.19900 0.19983
 0.20066 0.20150 0.20233 0.20316 0.20399 0.20483 0.20566 0.20649 0.20732 0.20816
 12 1
  18296.748
 0.11557 0.22539 0.32852 0.42429 0.51226 0.59222 0.66411 0.72803 0.78418 0.83282
 0.87433 0.90908 0.93749 0.96001 0.97709 0.98916 0.99665 1.00000 0.99960 0.99585
 0.98910 0.97970 0.96796 0.95419 0.93867 0.92164 0.90334 0.88397 0.86375 0.84284
 0.82139 0.79956 0.77748 0.75525 0.73299 0.71078 0.68870 0.66683 0.64522 0.62394
 0.60302 0.58250 0.56242 0.54281 0.52369 0.50508 0.48698 0.46942 0.45239 0.43591
 0.41996 0.40457 0.38971 0.37539 0.36160 0.34833 0.33558 0.32333 0.31158 0.30032
 0.28952 0.27919 0.26932 0.25987 0.25086 0.24226 0.23406 0.22625 0.21881 0.21174
 0.20502 0.19864 0.19259 0.18686 0.18143 0.17630 0.17145 0.16687 0.16256 0.15850
 0.15469 0.15111 0.14776 0.14462 0.14169 0.13897 0.13643 0.13409 0.13192 0.12992
 0.12808 0.12640 0.12487 0.12348 0.12224 0.12112 0.12013 0.11926 0.11851 0.11787
 0.11733 0.11689 0.11654 0.11628 0.11611 0.11602 0.11601 0.11607 0.11619 0.11638
 0.11663 0.11694 0.11730 0.11771 0.11816 0.11866 0.11920 0.11977 0.12038 0.12103
 0.12170 0.12240 0.12312 0.12387 0.12464 0.12543 0.12623 0.12706 0.12790 0.12875
 0.12961 0.13049 0.13137 0.13227 0.13317 0.13409 0.13501 0.13593 0.13686 0.13780
 0.13874 0.13968 0.14063 0.14158 0.14254 0.14350 0.14446 0.14542 0.14639 0.14735
 0.14832 0.14929 0.15026 0.15123 0.15220 0.15318 0.15415 0.15513 0.15610 0.15708
 0.15806 0.15904 0.16001 0.16099 0.16197 0.16295 0.16393 0.16491 0.16589 0.16687
 0.16785 0.16883 0.16981 0.17079 0.17177 0.17275 0.17373 0.17471 0.17569 0.17667
 0.17765 0.17863 0.17962 0.18060 0.18158 0.18256 0.18354 0.18452 0.18550 0.18648
 0.18747 0.18845 0.18943 0.19041 0.19139 0.19237 0.19335 0.19434 0.19532 0.19630
 0.19728 0.19826 0.19924 0.20022 0.20121 0.20219 0.20317 0.20415 0.20513 0.20611
 0.20709 0.20808 0.20906 0.21004 0.21102 0.21200 0.21298 0.21396 0.21495 0.21593
 0.21691 0.21789 0.21887 0.21985 0.22083 0.22182 0.22280 0.22378 0.22476 0.22574
 0.22672 0.22770 0.22869 0.22967 0.23065 0.23163 0.23261 0.23359 0.23458 0.23556
 0.23654 0.23752 0.23850 0.23948 0.24046 0.24145 0.24243 0.24341 0.24439 0.24537
 13 1
  12967.3789
 0.11637 0.22680 0.33034 0.42634 0.51441 0.59435 0.66613 0.72986 0.78577 0.83416
 0.87540 0.90990 0.93808 0.96040 0.97731 0.98926 0.99668 1.00000 0.99962 0.99594
 0.98930 0.98006 0.96852 0.95499 0.93972 0.92298 0.90500 0.88597 0.86610 0.84555
 0.82448 0.80303 0.78133 0.75949 0.73761 0.71577 0.69407 0.67256 0.65132 0.63038
 0.60980 0.58961 0.56985 0.55054 0.53171 0.51337 0.49554 0.47823 0.46144 0.44519
 0.42946 0.41427 0.39961 0.38548 0.37186 0.35876 0.34617 0.33407 0.32247 0.31134
 0.30067 0.29047 0.28071 0.27138 0.26248 0.25398 0.24589 0.23818 0.23084 0.22387
 0.21724 0.21096 0.20500 0.19936 0.19403 0.18899 0.18424 0.17976 0.17555 0.17159
