0.05 20000 0.00195693 128 32
  1.001707  1.001703  1.001699  1.001695  1.001689  1.001682  1.001674  1.001665
  1.001653  1.001638  1.001620  1.001599  1.001572  1.001539  1.001499  1.001449
  1.001389  1.001316  1.001227  1.001120  1.000992  1.000839  1.000657  1.000441
  1.000188  0.999891  0.999545  0.999145  0.998684  0.998155  0.997552  0.996868
  0.996095  0.995228  0.994259  0.993181  0.991988  0.990674  0.989233  0.987661
  0.985953  0.984104  0.982112  0.979975  0.977691  0.975258  0.972677  0.969947
  0.967070  0.964046  0.960878  0.957567  0.954117  0.950530  0.946808  0.942955
  0.938974  0.934868  0.930641  0.926294  0.921832  0.917257  0.912573  0.907781
  0.902884  0.897886  0.892787  0.887591  0.882299  0.876914  0.871436  0.865868
  0.860211  0.854467  0.848636  0.842721  0.836721  0.830639  0.824474  0.818228
  0.811902  0.805496  0.799010  0.792446  0.785804  0.779084  0.772287  0.765413
  0.758462  0.751435  0.744332  0.737154  0.729899  0.722570  0.715165  0.707685
  0.700130  0.692501  0.684797  0.677018  0.669165  0.661237  0.653235  0.645159
  0.637008  0.628783  0.620484  0.612111  0.603663  0.595142  0.586546  0.577876
  0.569132  0.560314  0.551422  0.542456  0.533416  0.524301  0.515113  0.505850
  0.496513  0.487103  0.477618  0.468059  0.458425  0.448718  0.438937  0.429081
  0.419151
  0.997282  0.997354  0.997435  0.997526  0.997627  0.997740  0.997864  0.998000
  0.998147  0.998304  0.998470  0.998643  0.998820  0.998998  0.999172  0.999338
  0.999492  0.999630  0.999749  0.999845  0.999918  0.999968  0.999994  1.000000
  0.999987  0.999957  0.999914  0.999860  0.999798  0.999730  0.999657  0.999582
  0.999506
  0.997297  0.997369  0.997449  0.997539  0.997639  0.997751  0.997874  0.998008
  0.998154  0.998310  0.998475  0.998647  0.998823  0.998999  0.999173  0.999338
  0.999492  0.999630  0.999748  0.999844  0.999918  0.999967  0.999994  1.000000
  0.999987  0.999957  0.999914  0.999860  0.999797  0.999728  0.999655  0.999579
  0.999502
  0.997316  0.997386  0.997465  0.997554  0.997653  0.997764  0.997885  0.998018
  0.998162  0.998317  0.998481  0.998651  0.998826  0.999001  0.999174  0.999339
  0.999492  0.999629  0.999748  0.999844  0.999917  0.999967  0.999994  1.000000
  0.999987  0.999957  0.999913  0.999859  0.999796  0.999726  0.999652  0.999576
  0.999499
  0.997337  0.997407  0.997485  0.997573  0.997671  0.997779  0.997899  0.998031
  0.998173  0.998326  0.998488  0.998657  0.998830  0.999004  0.999176  0.999340
  0.999492  0.999629  0.999748  0.999844  0.999917  0.999967  0.999994  1.000000
  0.999987  0.999957  0.999913  0.999857  0.999794  0.999724  0.999649  0.999572
  0.999494
  0.997363  0.997432  0.997508  0.997595  0.997691  0.997798  0.997917  0.998046
  0.998187  0.998338  0.998498  0.998665  0.998836  0.999009  0.999179  0.999342
  0.999494  0.999630  0.999748  0.999844  0.999918  0.999967  0.999994  1.000000
  0.999986  0.999956  0.999912  0.999856  0.999792  0.999721  0.999646  0.999568
  0.999489
  0.997394  0.997461  0.997536  0.997621  0.997716  0.997821  0.997937  0.998065
  0.998203  0.998352  0.998509  0.998674  0.998844  0.999015  0.999183  0.999345
  0.999496  0.999631  0.999749  0.999845  0.999918  0.999968  0.999995  1.000000
  0.999986  0.999955  0.999910  0.999854  0.999789  0.999717  0.999641  0.999562
  0.999482
