  0.001  35.48133892  183
  1.13164  1.11854  1.10661  1.09582  1.08619  1.07745  1.06966  1.06261
  1.05626  1.05060  1.04547  1.04084  1.03664  1.03288  1.02948  1.02651
  1.02376  1.02129  1.01908  1.01702  1.01530  1.01374  1.01227  1.01096
  1.00983  1.00882  1.00788  1.00704  1.00632  1.00565  1.00507  1.00452
  1.00407  1.00361  1.00323  1.00293  1.00260  1.00233  1.00212  1.00191
  1.00168  1.00152  1.00137  1.00125  1.00109  1.00100  1.00088  1.00079
  1.00071  1.00066  1.00059  1.00053  1.00049  1.00042  1.00041  1.00035
  1.00035  1.00029  1.00024  1.00026  1.00026  1.00020  1.00022  1.00021
  1.00021  1.00017  1.00017  1.00014  1.00010  1.00006  1.00011  1.00007
  1.00008  1.00015  1.00017  1.00016  1.00017  1.00012  1.00015  1.00011
  1.00011  1.00013  1.00006  1.00008  1.00007  1.00008  1.00004  1.00005
  1.00004  1.00010  1.00004  1.00005  1.00003  1.00001  1.00004  1.00000
  1.00009  1.00003  1.00011  1.00011  0.99995  1.00007  1.00003  1.00009
  0.99999  1.00005  1.00002  1.00004  1.00001  1.00008  1.00008  1.00001
  1.00007  0.99987  1.00000  1.00002  1.00005  1.00002  0.99997  1.00002
  0.99999  0.99994  1.00005  0.99997  0.99995  0.99997  0.99995  0.99999
  1.00001  1.00003  1.00001  1.00004  1.00002  0.99998  1.00004
  6.10071  5.57085  5.09611  4.66949  4.28659  3.94305  3.63484  3.35855
  3.11087  2.88987  2.69342  2.51890  2.36490  2.23027  2.11368  2.01362
  1.92875  1.85740  1.79821  1.74943  1.70995  1.67752  1.65089  1.62887
  1.61011  1.59360  1.57828  1.56351  1.54864  1.53328  1.51733  1.50039
  1.48241  1.46334  1.44335  1.42262  1.40125  1.37942  1.35735  1.33522
  1.31318  1.29145  1.27028  1.24978  1.23000  1.21114  1.19324  1.17630
  1.16058  1.14583  1.13221  1.11963  1.10803  1.09756  1.08807  1.07937
  1.07141  1.06439  1.05795  1.05216  1.04699  1.04232  1.03813  1.03427
  1.03087  1.02774  1.02492  1.02237  1.02008  1.01798  1.01621  1.01452
  1.01299  1.01166  1.01044  1.00936  1.00840  1.00752  1.00672  1.00604
  1.00545  1.00481  1.00434  1.00390  1.00346  1.00313  1.00281  1.00252
  1.00226  1.00204  1.00182  1.00168  1.00147  1.00134  1.00119  1.00108
  1.00097  1.00087  1.00077  1.00069  1.00064  1.00060  1.00054  1.00046
  1.00044  1.00038  1.00038  1.00034  1.00026  1.00025  1.00030  1.00026
  1.00028  1.00021  1.00022  1.00018  1.00016  1.00015  1.00012  1.00014
  1.00013  1.00016  1.00020  1.00018  1.00016  1.00016  1.00018  1.00015
  1.00008  1.00013  1.00012  1.00012  1.00010  1.00012  1.00012  1.00014
  1.00015  1.00009  1.00010  1.00007  1.00008  1.00004  1.00002  1.00008
  1.00007  1.00004  1.00006  1.00006  1.00007  1.00003  1.00004  1.00001
  0.99998  1.00000  0.99997  1.00003  0.99993  1.00011  0.99999  1.00003
  0.99995  0.99987  1.00000  1.00002  1.00005  1.00002  0.99998  1.00004
  0.99997  0.99999  1.00007  0.99992  0.99997  1.00000  0.99994  1.00002
  1.00001  1.00001  1.00005  1.00001  0.99998  1.00003  1.00003
  8.28726  7.55408  6.89510  6.30211  5.76830  5.28754  4.85496  4.46540
  4.11452  3.79844  3.51417  3.25866  3.02864  2.82199  2.63741  2.47261
  2.32630  2.19712  2.08364  1.98504  1.89989  1.82675  1.76439  1.71155
  1.66689  1.62899  1.59684  1.56912  1.54500  1.52329  1.50335  1.48492
  1.46734  1.44990  1.43250  1.41512  1.39752  1.37963  1.36159  1.34325
  1.32474  1.30615  1.28761  1.26920  1.25115  1.23339  1.21628  1.19967
  1.18380  1.16864  1.15428  1.14079  1.12818  1.11639  1.10551  1.09554
  1.08629  1.07793  1.07034  1.06352  1.05723  1.05157  1.04645  1.04195
  1.03782  1.03405  1.03068  1.02754  1.02480  1.02229  1.02002  1.01797
  1.01622  1.01456  1.01301  1.01169  1.01048  1.00941  1.00845  1.00758
  1.00679  1.00609  1.00547  1.00486  1.00441  1.00397  1.00353  1.00315
  1.00283  1.00256  1.00231  1.00209  1.00185  1.00170  1.00149  1.00137
  1.00120  1.00112  1.00099  1.00089  1.00080  1.00072  1.00065  1.00059
  1.00055  1.00050  1.00045  1.00038  1.00038  1.00035  1.00035  1.00031
  1.00033  1.00027  1.00029  1.00024  1.00024  1.00020  1.00017  1.00017
  1.00013  1.00018  1.00021  1.00013  1.00021  1.00025  1.00015  1.00015
  1.00019  1.00013  1.00014  1.00013  1.00015  1.00009  1.00013  1.00021
  1.00005  1.00006  1.00017  1.00005  1.00013  1.00010  1.00009  1.00006
  1.00008  1.00006  1.00010  1.00002  1.00003  0.99999  1.00001  1.00011
  1.00001  1.00004  1.00002  1.00005  1.00003  1.00003  1.00002  1.00000
  1.00002  0.99987  1.00001  1.00002  1.00006  1.00002  0.99999  1.00004
  0.99998  0.99998  1.00002  0.99995  0.99997  0.99999  0.99998  0.99998
  1.00004  1.00001  1.00005  1.00004  0.99997  1.00005  1.00001
 10.53092  9.60065  8.76217  8.00362  7.31906  6.70087  6.14238  5.63890
  5.18345  4.77236  4.40068  4.06505  3.76213  3.48810  3.24041  3.01710
  2.81583  2.63442  2.47150  2.32581  2.19577  2.08019  1.97826  1.88890
  1.81091  1.74345  1.68537  1.63559  1.59274  1.55581  1.52398  1.49613
  1.47171  1.44985  1.42985  1.41117  1.39346  1.37647  1.35993  1.34369
  1.32749  1.31147  1.29539  1.27931  1.26328  1.24743  1.23186  1.21637
  1.20138  1.18676  1.17260  1.15901  1.14609  1.13378  1.12210  1.11135
  1.10125  1.09187  1.08317  1.07528  1.06807  1.06165  1.05554  1.05015
  1.04531  1.04080  1.03685  1.03323  1.02989  1.02698  1.02428  1.02178
  1.01961  1.01771  1.01593  1.01429  1.01282  1.01152  1.01035  1.00930
  1.00835  1.00751  1.00673  1.00602  1.00543  1.00484  1.00438  1.00393
  1.00351  1.00316  1.00282  1.00255  1.00232  1.00209  1.00187  1.00172
  1.00150  1.00137  1.00122  1.00112  1.00100  1.00091  1.00081  1.00073
  1.00066  1.00061  1.00056  1.00051  1.00046  1.00041  1.00042  1.00041
  1.00040  1.00035  1.00035  1.00029  1.00027  1.00024  1.00024  1.00021
  1.00020  1.00026  1.00027  1.00022  1.00021  1.00019  1.00025  1.00020
  1.00020  1.00010  1.00020  1.00010  1.00018  1.00019  1.00016  1.00011
  1.00014  1.00011  1.00003  1.00001  1.00013  1.00007  1.00001  1.00010
  1.00004  1.00007  1.00007  1.00006  1.00004  0.99999  0.99999  1.00014
  1.00002  1.00001  1.00005  0.99997  0.99997  1.00000  1.00001  1.00008
  1.00006  0.99989  1.00002  1.00004  1.00004  1.00000  1.00004  1.00003
  0.99999  0.99999  1.00002  0.99997  0.99998  0.99995  0.99999  1.00001
  1.00003  1.00001  1.00003  1.00002  1.00004  1.00002  1.00001
 11.42377 10.48009  9.62603  8.85044  8.14558  7.50469  6.92193  6.38948
  5.90396  5.46037  5.05541  4.68557  4.34712  4.03786  3.75518  3.49712
  3.26188  3.04689  2.85119  2.67329  2.51174  2.36542  2.23347  2.11497
  2.00905  1.91491  1.83191  1.75908  1.69519  1.63977  1.59151  1.54954
  1.51319  1.48139  1.45338  1.42848  1.40598  1.38547  1.36654  1.34880
  1.33196  1.31577  1.29996  1.28456  1.26954  1.25463  1.24001  1.22555
  1.21144  1.19757  1.18402  1.17084  1.15815  1.14596  1.13419  1.12313
  1.11260  1.10278  1.09351  1.08508  1.07711  1.06991  1.06321  1.05711
  1.05169  1.04674  1.04215  1.03801  1.03425  1.03094  1.02785  1.02506
  1.02267  1.02036  1.01831  1.01656  1.01490  1.01338  1.01203  1.01080
  1.00967  1.00872  1.00783  1.00702  1.00631  1.00566  1.00510  1.00456
  1.00410  1.00368  1.00333  1.00299  1.00269  1.00238  1.00217  1.00197
  1.00175  1.00162  1.00143  1.00131  1.00119  1.00107  1.00095  1.00085
  1.00076  1.00070  1.00065  1.00059  1.00051  1.00046  1.00049  1.00045
  1.00045  1.00043  1.00039  1.00035  1.00034  1.00029  1.00027  1.00024
  1.00026  1.00028  1.00027  1.00027  1.00025  1.00027  1.00024  1.00021
  1.00019  1.00023  1.00011  1.00019  1.00017  1.00011  1.00018  1.00018
  1.00019  1.00013  1.00009  1.00005  1.00018  1.00005  1.00007  0.99999
  1.00004  0.99999  1.00014  1.00008  1.00006  1.00001  1.00009  1.00008
  1.00003  0.99999  1.00007  1.00000  0.99997  1.00003  1.00003  0.99999
  1.00002  0.99990  1.00002  1.00005  1.00005  0.99997  1.00005  1.00004
  0.99998  1.00004  0.99999  0.99996  1.00000  0.99995  1.00001  1.00001
  1.00001  1.00006  1.00002  1.00000  1.00007  1.00003  1.00004
 13.39649 12.26778 11.24800 10.32626  9.49084  8.73147  8.04305  7.41763
  6.84743  6.32803  5.85319  5.42046  5.02491  4.66280  4.33186  4.02909
  3.75187  3.49815  3.26631  3.05460  2.86136  2.68504  2.52438  2.37841
  2.24615  2.12671  2.01952  1.92367  1.83831  1.76269  1.69631  1.63782
  1.58630  1.54156  1.50240  1.46808  1.43770  1.41071  1.38658  1.36477
  1.34480  1.32638  1.30914  1.29278  1.27718  1.26215  1.24767  1.23340
  1.21974  1.20646  1.19328  1.18046  1.16807  1.15609  1.14454  1.13333
  1.12270  1.11264  1.10303  1.09416  1.08577  1.07801  1.07075  1.06417
  1.05807  1.05250  1.04749  1.04288  1.03870  1.03489  1.03156  1.02836
  1.02567  1.02312  1.02082  1.01882  1.01694  1.01527  1.01371  1.01237
  1.01110  1.01002  1.00895  1.00808  1.00723  1.00647  1.00584  1.00526
  1.00475  1.00424  1.00380  1.00345  1.00312  1.00277  1.00251  1.00226
  1.00199  1.00182  1.00165  1.00149  1.00136  1.00124  1.00109  1.00098
  1.00091  1.00080  1.00073  1.00067  1.00063  1.00060  1.00058  1.00050
  1.00051  1.00048  1.00043  1.00042  1.00040  1.00034  1.00033  1.00030
  1.00028  1.00035  1.00031  1.00027  1.00028  1.00022  1.00027  1.00030
  1.00025  1.00022  1.00023  1.00021  1.00017  1.00015  1.00022  1.00019
  1.00007  1.00013  1.00004  1.00007  1.00016  1.00021  1.00011  1.00013
  1.00001  0.99998  1.00005  1.00009  1.00005  1.00008  1.00002  1.00007
  1.00013  0.99999  1.00006  1.00006  1.00007  1.00003  1.00006  0.99998
  1.00007  0.99990  1.00002  1.00005  1.00006  0.99997  1.00006  1.00003
  0.99998  1.00007  0.99995  0.99999  0.99997  0.99998  0.99998  1.00005
  1.00001  1.00005  1.00002  1.00004  1.00004  1.00003  1.00006
 16.26027 14.84132 13.56063 12.40657 11.36426 10.42333  9.57106  8.80143
  8.10531  7.47408  6.90168  6.38109  5.90750  5.47603  5.08206  4.72208
  4.39287  4.09109  3.81429  3.56062  3.32816  3.11494  2.91969  2.74076
  2.57709  2.42781  2.29177  2.16841  2.05727  1.95719  1.86753  1.78773
  1.71701  1.65430  1.59894  1.55043  1.50761  1.46988  1.43642  1.40673
  1.38023  1.35634  1.33455  1.31474  1.29633  1.27905  1.26291  1.24739
  1.23288  1.21885  1.20523  1.19214  1.17959  1.16734  1.15553  1.14415
  1.13335  1.12287  1.11292  1.10363  1.09470  1.08657  1.07877  1.07159
  1.06493  1.05890  1.05326  1.04805  1.04358  1.03925  1.03556  1.03199
  1.02896  1.02612  1.02358  1.02130  1.01913  1.01729  1.01561  1.01399
  1.01261  1.01137  1.01023  1.00920  1.00824  1.00744  1.00667  1.00601
  1.00539  1.00481  1.00443  1.00394  1.00352  1.00321  1.00285  1.00258
  1.00235  1.00209  1.00188  1.00173  1.00153  1.00140  1.00126  1.00116
  1.00102  1.00092  1.00086  1.00076  1.00071  1.00067  1.00065  1.00063
  1.00059  1.00055  1.00050  1.00047  1.00041  1.00041  1.00037  1.00036
  1.00035  1.00042  1.00035  1.00032  1.00035  1.00029  1.00030  1.00026
  1.00027  1.00021  1.00025  1.00020  1.00022  1.00024  1.00022  1.00020
  1.00022  1.00012  1.00021  1.00007  1.00014  1.00016  1.00008  1.00020
  1.00010  1.00005  1.00012  1.00008  0.99998  1.00004  1.00008  1.00005
  1.00014  1.00009  1.00005  0.99996  0.99998  1.00008  1.00001  1.00007
  1.00004  0.99991  1.00003  1.00006  1.00006  0.99998  1.00006  1.00004
  1.00001  1.00006  0.99993  0.99998  0.99999  0.99996  1.00002  1.00004
  1.00002  1.00007  0.99999  1.00007  1.00005  1.00007  1.00005
 17.16698 15.37549 13.82060 12.44984 11.24886 10.20201  9.28885  8.48834
  7.78445  7.16276  6.61430  6.12575  5.68831  5.29603  4.94193  4.62038
  4.32716  4.05875  3.81221  3.58466  3.37449  3.18013  3.00028  2.83340
  2.67875  2.53529  2.40244  2.27985  2.16724  2.06373  1.96899  1.88304
  1.80517  1.73491  1.67199  1.61577  1.56575  1.52118  1.48145  1.44618
  1.41471  1.38639  1.36094  1.33785  1.31673  1.29727  1.27921  1.26221
  1.24644  1.23143  1.21706  1.20345  1.19042  1.17780  1.16579  1.15419
  1.14313  1.13248  1.12230  1.11267  1.10347  1.09492  1.08671  1.07908
  1.07197  1.06535  1.05937  1.05369  1.04864  1.04389  1.03983  1.03594
  1.03238  1.02920  1.02648  1.02395  1.02150  1.01943  1.01756  1.01579
  1.01423  1.01282  1.01155  1.01041  1.00932  1.00846  1.00761  1.00682
  1.00615  1.00550  1.00499  1.00448  1.00400  1.00361  1.00325  1.00295
  1.00265  1.00237  1.00215  1.00196  1.00172  1.00159  1.00141  1.00133
  1.00121  1.00105  1.00093  1.00086  1.00080  1.00076  1.00074  1.00076
  1.00065  1.00062  1.00059  1.00054  1.00049  1.00047  1.00041  1.00041
  1.00036  1.00040  1.00042  1.00044  1.00038  1.00033  1.00036  1.00035
  1.00026  1.00025  1.00027  1.00027  1.00026  1.00019  1.00020  1.00015
  1.00022  1.00018  1.00015  1.00017  1.00012  1.00013  1.00012  1.00013
  1.00014  1.00008  1.00012  1.00008  1.00014  1.00004  1.00007  1.00005
  1.00008  1.00009  1.00011  0.99999  1.00004  1.00006  1.00005  1.00001
  1.00008  0.99992  1.00004  1.00007  1.00008  0.99998  1.00007  1.00004
  0.99999  1.00006  0.99997  0.99998  0.99998  0.99999  1.00003  1.00001
  1.00010  1.00005  0.99999  1.00008  1.00004  1.00008  1.00006
 21.75621 19.16033 16.93118 14.99699 13.33210 11.89795 10.65771  9.58399
  8.65811  7.86027  7.16710  6.56534  6.04063  5.58230  5.17870  4.82170
  4.50373  4.21933  3.96320  3.72998  3.51822  3.32369  3.14432  2.97819
  2.82409  2.68069  2.54735  2.42252  2.30637  2.19836  2.09836  2.00575
  1.92033  1.84207  1.77069  1.70588  1.64723  1.59446  1.54706  1.50474
  1.46646  1.43229  1.40164  1.37389  1.34870  1.32584  1.30482  1.28529
  1.26732  1.25044  1.23458  1.21964  1.20538  1.19195  1.17912  1.16678
  1.15516  1.14401  1.13335  1.12318  1.11348  1.10439  1.09564  1.08760
  1.07999  1.07286  1.06626  1.06016  1.05465  1.04938  1.04480  1.04046
  1.03657  1.03312  1.02994  1.02697  1.02434  1.02195  1.01983  1.01791
  1.01616  1.01457  1.01312  1.01182  1.01067  1.00961  1.00860  1.00777
  1.00702  1.00632  1.00569  1.00511  1.00463  1.00412  1.00374  1.00338
  1.00306  1.00274  1.00248  1.00218  1.00200  1.00185  1.00161  1.00147
  1.00136  1.00123  1.00112  1.00100  1.00091  1.00085  1.00083  1.00084
  1.00076  1.00073  1.00066  1.00061  1.00059  1.00053  1.00052  1.00047
  1.00040  1.00051  1.00048  1.00047  1.00041  1.00043  1.00040  1.00037
  1.00037  1.00030  1.00031  1.00028  1.00026  1.00029  1.00022  1.00021
  1.00020  1.00022  1.00025  1.00010  1.00009  1.00011  1.00012  1.00017
  1.00012  1.00015  1.00011  1.00002  1.00011  1.00009  1.00012  1.00010
  1.00007  1.00003  1.00005  1.00004  1.00010  1.00006  1.00006  0.99998
  1.00010  0.99993  1.00003  1.00011  1.00005  0.99998  1.00006  1.00002
  1.00002  1.00003  0.99998  1.00000  0.99998  1.00001  1.00004  1.00002
  1.00008  1.00003  1.00003  1.00007  1.00007  1.00006  1.00004
  7.45390  7.28612  7.10964  6.91727  6.71786  6.49720  6.26810  6.03041
  5.79426  5.54758  5.30347  5.06613  4.83289  4.60749  4.39216  4.18678
  3.99092  3.80528  3.63072  3.46509  3.31023  3.16307  3.02458  2.89281
  2.76830  2.65021  2.53842  2.43168  2.33038  2.23421  2.14318  2.05691
  1.97560  1.89963  1.82849  1.76263  1.70160  1.64575  1.59487  1.54866
  1.50650  1.46863  1.43433  1.40332  1.37520  1.34959  1.32625  1.30476
  1.28501  1.26669  1.24950  1.23345  1.21831  1.20406  1.19054  1.17768
  1.16555  1.15391  1.14273  1.13234  1.12222  1.11287  1.10377  1.09523
  1.08728  1.07979  1.07286  1.06624  1.06020  1.05468  1.04964  1.04498
  1.04052  1.03667  1.03329  1.03005  1.02708  1.02453  1.02203  1.02000
  1.01804  1.01629  1.01469  1.01327  1.01196  1.01081  1.00970  1.00875
  1.00789  1.00710  1.00642  1.00573  1.00518  1.00467  1.00424  1.00380
  1.00346  1.00312  1.00276  1.00248  1.00229  1.00210  1.00185  1.00169
  1.00153  1.00140  1.00126  1.00113  1.00103  1.00096  1.00094  1.00093
  1.00085  1.00084  1.00077  1.00068  1.00064  1.00059  1.00059  1.00055
  1.00048  1.00056  1.00049  1.00050  1.00047  1.00045  1.00046  1.00041
  1.00038  1.00038  1.00035  1.00035  1.00030  1.00030  1.00023  1.00027
  1.00021  1.00018  1.00016  1.00019  1.00020  1.00013  1.00015  1.00015
  1.00011  1.00015  1.00001  1.00002  1.00014  1.00003  1.00005  1.00007
  1.00009  1.00013  1.00008  1.00003  1.00006  1.00005  1.00011  1.00010
  1.00005  0.99993  1.00003  1.00011  1.00006  1.00001  1.00005  1.00002
  1.00002  1.00005  0.99997  0.99999  0.99998  1.00001  1.00008  1.00002
  1.00008  1.00001  1.00007  1.00006  1.00009  1.00004  1.00004
  6.91944  6.61956  6.36848  6.15597  5.96525  5.78813  5.62281  5.45636
  5.28691  5.11464  4.94156  4.76414  4.58607  4.40703  4.23201  4.05838
  3.89018  3.72691  3.56926  3.41983  3.27673  3.14112  3.01155  2.88918
  2.77258  2.66192  2.55678  2.45704  2.36146  2.27061  2.18399  2.10151
  2.02312  1.94869  1.87849  1.81209  1.75015  1.69222  1.63867  1.58946
  1.54436  1.50299  1.46559  1.43148  1.40045  1.37230  1.34661  1.32323
  1.30174  1.28192  1.26350  1.24633  1.23023  1.21529  1.20105  1.18764
  1.17495  1.16289  1.15153  1.14063  1.13019  1.12042  1.11118  1.10225
  1.09403  1.08616  1.07878  1.07203  1.06560  1.05979  1.05428  1.04913
  1.04452  1.04042  1.03646  1.03297  1.02986  1.02697  1.02434  1.02209
  1.01989  1.01806  1.01629  1.01467  1.01327  1.01199  1.01076  1.00977
  1.00876  1.00790  1.00714  1.00639  1.00582  1.00521  1.00472  1.00422
  1.00384  1.00349  1.00313  1.00282  1.00256  1.00232  1.00210  1.00191
  1.00168  1.00154  1.00142  1.00130  1.00118  1.00109  1.00104  1.00102
  1.00094  1.00093  1.00086  1.00081  1.00073  1.00065  1.00064  1.00062
  1.00058  1.00062  1.00057  1.00061  1.00048  1.00048  1.00048  1.00043
  1.00039  1.00038  1.00038  1.00039  1.00035  1.00035  1.00029  1.00034
  1.00023  1.00028  1.00024  1.00021  1.00024  1.00026  1.00021  1.00011
  1.00018  1.00013  1.00014  1.00010  1.00007  1.00007  1.00013  1.00018
  1.00012  1.00012  1.00013  1.00009  1.00007  0.99996  1.00003  1.00005
  1.00004  0.99994  1.00004  1.00012  1.00006  1.00002  1.00005  1.00002
  1.00004  1.00002  0.99999  0.99998  0.99998  1.00005  1.00005  1.00010
  1.00006  1.00000  1.00008  1.00003  1.00008  1.00007  1.00000
  7.78451  7.25702  6.80967  6.44172  6.13311  5.87580  5.65830  5.46764
  5.29371  5.12736  4.96508  4.80219  4.63677  4.46935  4.30355  4.13605
  3.96885  3.80605  3.64847  3.49573  3.34875  3.20883  3.07615  2.95030
  2.83101  2.71838  2.61203  2.51109  2.41587  2.32558  2.23961  2.15777
  2.07988  2.00588  1.93555  1.86871  1.80549  1.74585  1.68992  1.63779
  1.58957  1.54485  1.50391  1.46640  1.43211  1.40085  1.37247  1.34645
  1.32271  1.30092  1.28069  1.26211  1.24476  1.22871  1.21345  1.19926
  1.18589  1.17321  1.16120  1.14980  1.13900  1.12868  1.11893  1.10983
  1.10107  1.09294  1.08526  1.07816  1.07134  1.06504  1.05930  1.05387
  1.04885  1.04422  1.04019  1.03634  1.03281  1.02984  1.02699  1.02435
  1.02186  1.01992  1.01799  1.01626  1.01474  1.01327  1.01198  1.01087
  1.00976  1.00878  1.00793  1.00718  1.00650  1.00582  1.00526  1.00474
  1.00430  1.00390  1.00351  1.00318  1.00285  1.00258  1.00234  1.00212
  1.00191  1.00175  1.00154  1.00148  1.00132  1.00119  1.00120  1.00112
  1.00106  1.00105  1.00096  1.00090  1.00085  1.00075  1.00070  1.00067
  1.00066  1.00071  1.00059  1.00059  1.00053  1.00055  1.00057  1.00053
  1.00041  1.00041  1.00038  1.00036  1.00039  1.00034  1.00031  1.00028
  1.00035  1.00029  1.00022  1.00026  1.00020  1.00023  1.00022  1.00021
  1.00013  1.00012  1.00017  1.00017  1.00009  1.00013  1.00016  1.00011
  1.00010  1.00010  1.00010  1.00004  1.00015  1.00008  1.00004  1.00006
