Z is atomic number

shell is: = 1 for K
          = 2 for L1 (2s+)
          = 3 for L2 (2p-)
          = 4 for L3 (2p+)
          = 5 for M
          = 6 for N
          = 7 for all other

N is occupation number

Jo is the Compton profile parameter

I is the binding energy in eV

   Z shell N     Jo            I
------------------------------------
  48   5   2   8.64E-02      651
  48   5   4   8.88E-02      617
  48   5   4   6.00E-02      411
  48   5   6   6.05E-02      405
  48   6   2   3.52E-01      108
  48   6   2   2.30E-01       67
  48   6   4   2.37E-01       67
  48   6   4   2.24E-01        9
  48   6   6   2.28E-01        9
  48   7   2   1.45E+00        9
  49   1   2   1.67E-02    27940
  49   2   2   6.00E-02     4238
  49   3   2   2.99E-02     3938
  49   4   4   3.11E-02     3730
  49   5   2   1.41E-01      826
  49   5   2   8.38E-02      702
  49   5   4   8.63E-02      664
  49   5   4   5.81E-02      451
  49   5   6   5.86E-02      444
  49   6   2   3.36E-01      122
  49   6   2   2.19E-01       77
  49   6   4   2.26E-01       77
  49   6   4   2.06E-01       16
  49   6   6   2.08E-01       16
  49   7   2   1.24E+00        6
  49   7   1   9.62E-01        6
  50   1   2   1.63E-02    29200
  50   2   2   5.86E-02     4465
  50   3   2   2.92E-02     4156
  50   4   4   3.04E-02     3929
  50   5   2   1.37E-01      884
  50   5   2   8.14E-02      757
  50   5   4   8.39E-02      715
  50   5   4   5.63E-02      496
  50   5   6   5.69E-02      485
  50   6   2   3.22E-01      137
  50   6   2   2.09E-01       89
  50   6   4   2.16E-01       89
  50   6   4   1.92E-01       25
  50   6   6   1.93E-01       24
  50   7   2   1.10E+00        7
  50   7   2   8.36E-01        7
  51   1   2   1.59E-02    30491
  51   2   2   5.72E-02     4699
  51   3   2   2.85E-02     4381
  51   4   4   2.98E-02     4132
  51   5   2   1.33E-01      944
  51   5   2   7.91E-02      812
  51   5   4   8.16E-02      766
  51   5   4   5.46E-02      537
  51   5   6   5.52E-02      528
  51   6   2   3.09E-01      152
  51   6   2   2.00E-01       99
  51   6   4   2.07E-01       99
  51   6   4   1.79E-01       33
  51   6   6   1.81E-01       32
  51   7   2   1.00E+00        8
  51   7   2   7.37E-01        8
  51   7   1   7.64E-01        8
  52   1   2   1.56E-02    31814
  52   2   2   5.59E-02     4939
  52   3   2   2.78E-02     4612
  52   4   4   2.91E-02     4341
  52   5   2   1.30E-01     1006
  52   5   2   7.69E-02      870
  52   5   4   7.94E-02      819
  52   5   4   5.30E-02      583
  52   5   6   5.36E-02      573
  52   6   2   2.96E-01      169
  52   6   2   1.91E-01      110
  52   6   4   1.98E-01      110
  52   6   4   1.68E-01       42
  52   6   6   1.70E-01       40
  52   7   2   9.20E-01       12
  52   7   2   6.65E-01        9
  52   7   2   6.93E-01        9
  53   1   2   1.53E-02    33170
  53   2   2   5.47E-02     5188
  53   3   2   2.72E-02     4852
  53   4   4   2.85E-02     4557
  53   5   2   1.26E-01     1072
  53   5   2   7.48E-02      931
  53   5   4   7.74E-02      875
  53   5   4   5.15E-02      631
  53   5   6   5.21E-02      620
  53   6   2   2.85E-01      186
  53   6   2   1.84E-01      123
  53   6   4   1.90E-01      123
  53   6   4   1.59E-01       50
  53   6   6   1.61E-01       50
  53   7   2   8.53E-01       14
  53   7   2   6.08E-01       10
  53   7   3   6.37E-01       10
  54   1   2   1.49E-02    34566
  54   2   2   5.35E-02     5453
  54   3   2   2.65E-02     5107
  54   4   4   2.79E-02     4787
  54   5   2   1.23E-01     1149
  54   5   2   7.29E-02     1002
  54   5   4   7.54E-02      941
  54   5   4   5.01E-02      689
  54   5   6   5.07E-02      677
  54   6   2   2.74E-01      213
  54   6   2   1.76E-01      146
  54   6   4   1.82E-01      146
  54   6   4   1.51E-01       69
  54   6   6   1.53E-01       68
  54   7   2   7.97E-01       23
  54   7   2   5.62E-01       13
  54   7   4   5.92E-01       12
  55   1   2   1.46E-02    35985
  55   2   2   5.23E-02     5713
  55   3   2   2.59E-02     5360
  55   4   4   2.73E-02     5012
  55   5   2   1.20E-01     1217
  55   5   2   7.10E-02     1065
  55   5   4   7.35E-02      998
  55   5   4   4.88E-02      740
  55   5   6   4.94E-02      724
  55   6   2   2.64E-01      231
  55   6   2   1.70E-01      162
  55   6   4   1.76E-01      162
  55   6   4   1.44E-01       77
  55   6   6   1.45E-01       75
  55   7   2   7.20E-01       23
  55   7   2   4.98E-01       13
  55   7   4   5.22E-01       11
  55   6   1   2.74E+00        4
  56   1   2   1.43E-02    37441
  56   2   2   5.12E-02     5987
  56   3   2   2.54E-02     5624
  56   4   4   2.68E-02     5247
  56   5   2   1.17E-01     1293
  56   5   2   6.92E-02     1137
  56   5   4   7.18E-02     1063
  56   5   4   4.75E-02      796
  56   5   6   4.81E-02      781
  56   6   2   2.55E-01      253
  56   6   2   1.63E-01      180
  56   6   4   1.69E-01      180
  56   6   4   1.37E-01       93
  56   6   6   1.39E-01       90
  56   7   2   6.57E-01       40
  56   7   2   4.52E-01       17
  56   7   4   4.73E-01       15
  56   6   2   2.23E+00        5
  57   1   2   1.40E-02    38925
  57   2   2   5.01E-02     6267
  57   3   2   2.48E-02     5891
  57   4   4   2.63E-02     5483
  57   5   2   1.14E-01     1362
  57   5   2   6.75E-02     1205
  57   5   4   7.01E-02     1124
  57   5   4   4.63E-02      852
  57   5   6   4.69E-02      835
  57   6   2   2.46E-01      271
  57   6   2   1.58E-01      196
  57   6   4   1.63E-01      196
  57   6   4   1.31E-01      103
  57   6   6   1.33E-01      103
  57   7   2   6.16E-01       36
  57   7   2   4.24E-01       18
  57   7   4   4.40E-01       18
  57   6   3   1.55E+00        6
  58   1   2   1.37E-02    40444
  58   2   2   4.90E-02     6549
  58   3   2   2.43E-02     6165
  58   4   4   2.57E-02     5724
  58   5   2   1.11E-01     1435
  58   5   2   6.58E-02     1273
  58   5   4   6.84E-02     1186
  58   5   4   4.52E-02      901
  58   5   6   4.58E-02      883
  58   6   2   2.39E-01      289
  58   6   2   1.53E-01      207
  58   6   4   1.59E-01      207
  58   6   4   1.27E-01      112
  58   6   6   1.29E-01      108
  58   7   2   6.02E-01       38
  58   7   2   4.14E-01       18
  58   7   4   4.31E-01       18
  58   6   4   1.19E+00        5
  59   1   2   1.35E-02    41991
  59   2   2   4.80E-02     6835
  59   3   2   2.38E-02     6441
  59   4   4   2.52E-02     5965
  59   5   2   1.09E-01     1511
  59   5   2   6.43E-02     1338
  59   5   4   6.69E-02     1243
  59   5   4   4.41E-02      951
  59   5   6   4.47E-02      931
  59   6   2   2.34E-01      304
  59   6   2   1.50E-01      218
  59   6   4   1.56E-01      218
  59   6   4   1.25E-01      118
  59   6   6   1.26E-01      115
  59   7   2   6.09E-01       38
  59   7   2   4.17E-01       23
  59   7   4   4.42E-01       23
  59   6   5   9.49E-01        5
  60   1   2   1.32E-02    43569
  60   2   2   4.70E-02     7126
  60   3   2   2.33E-02     6722
  60   4   4   2.48E-02     6208
  60   5   2   1.06E-01     1576
  60   5   2   6.28E-02     1403
  60   5   4   6.54E-02     1298
  60   5   4   4.31E-02     1000
  60   5   6   4.36E-02      978
  60   6   2   2.28E-01      321
  60   6   2   1.46E-01      230
  60   6   4   1.52E-01      230
  60   6   4   1.21E-01      124
  60   6   6   1.23E-01      121
  60   7   2   5.97E-01       38
  60   7   2   4.07E-01       22
  60   7   4   4.34E-01       22
  60   6   6   8.04E-01        5
  61   1   2   1.29E-02    45185
  61   2   2   4.61E-02     7430
  61   3   2   2.28E-02     7015
  61   4   4   2.43E-02     6465
  61   5   2   1.04E-01     1656
  61   5   2   6.13E-02     1478
  61   5   4   6.40E-02     1364
  61   5   4   4.21E-02     1060
  61   5   6   4.26E-02     1034
  61   6   2   2.23E-01      337
  61   6   2   1.42E-01      242
  61   6   4   1.48E-01      242
  61   6   4   1.18E-01      133
  61   6   6   1.19E-01      129
  61   7   2   5.86E-01       38
  61   7   2   3.99E-01       22
  61   7   4   4.27E-01       22
  61   6   6   7.93E-01        6
  61   6   1   1.34E-01        6
  62   1   2   1.27E-02    46835
  62   2   2   4.52E-02     7737
  62   3   2   2.23E-02     7312
  62   4   4   2.39E-02     6717
  62   5   2   1.01E-01     1728
  62   5   2   5.99E-02     1546
  62   5   4   6.26E-02     1425
  62   5   4   4.12E-02     1111
  62   5   6   4.17E-02     1085
  62   6   2   2.17E-01      351
  62   6   2   1.39E-01      251
  62   6   4   1.45E-01      251
  62   6   4   1.15E-01      137
  62   6   6   1.16E-01      132
  62   7   2   5.75E-01       33
  62   7   2   3.91E-01       26
  62   7   4   4.20E-01       26
  62   6   6   1.29E-01        6
  62   6   2   2.09E+00        6
  63   1   2   1.24E-02    48519
  63   2   2   4.43E-02     8052
  63   3   2   2.19E-02     7618
  63   4   4   2.34E-02     6977
  63   5   2   9.92E-02     1805
  63   5   2   5.86E-02     1619
  63   5   4   6.13E-02     1486
  63   5   4   4.03E-02     1166
  63   5   6   4.08E-02     1136
  63   6   2   2.12E-01      366
  63   6   2   1.35E-01      261
  63   6   4   1.42E-01      261
  63   6   4   1.12E-01      141
  63   6   6   1.14E-01      136
  63   7   2   5.64E-01       37
  63   7   2   3.84E-01       27
  63   7   4   4.13E-01       27
  63   6   6   1.24E-01        6
  63   6   3   1.42E+00        6
  64   1   2   1.22E-02    50239
  64   2   2   4.34E-02     8376
  64   3   2   2.14E-02     7931
  64   4   4   2.30E-02     7243
  64   5   2   9.71E-02     1888
  64   5   2   5.73E-02     1695
  64   5   4   6.01E-02     1551
  64   5   4   3.94E-02     1225
  64   5   6   3.99E-02     1193
  64   6   2   2.07E-01      383
  64   6   2   1.32E-01      311
  64   6   4   1.38E-01      272
  64   6   4   1.09E-01      147
  64   6   6   1.10E-01      142
  64   7   2   5.38E-01       43
  64   7   2   3.66E-01       28
  64   7   4   3.91E-01       28
  64   6   6   1.13E-01        6
  64   6   4   1.11E+00        6
  65   1   2   1.20E-02    51996
  65   2   2   4.26E-02     8708
  65   3   2   2.10E-02     8252
  65   4   4   2.26E-02     7515
  65   5   2   9.50E-02     1970
  65   5   2   5.61E-02     1770
  65   5   4   5.89E-02     1614
  65   5   4   3.86E-02     1278
  65   5   6   3.91E-02     1244
  65   6   2   2.03E-01      400
  65   6   2   1.29E-01      322
  65   6   4   1.36E-01      284
  65   6   4   1.07E-01      152
  65   6   6   1.08E-01      148
  65   7   2   5.44E-01       42
  65   7   2   3.70E-01       28
  65   7   4   4.00E-01       28
  65   6   6   1.16E-01        6
  65   6   5   8.85E-01        6
  66   1   2   1.17E-02    53788
  66   2   2   4.18E-02     9047
  66   3   2   2.06E-02     8581
  66   4   4   2.22E-02     7790
  66   5   2   9.31E-02     2050
  66   5   2   5.49E-02     1845
  66   5   4   5.77E-02     1679
  66   5   4   3.78E-02     1335
  66   5   6   3.84E-02     1298
  66   6   2   1.99E-01      419
  66   6   2   1.26E-01      339
  66   6   4   1.33E-01      297
  66   6   4   1.04E-01      158
  66   6   6   1.06E-01      155
  66   7   2   5.35E-01       66
  66   7   2   3.64E-01       29
  66   7   4   3.94E-01       29
  66   6   6   1.13E-01        6
  66   6   6   7.48E-01        6
  67   1   2   1.15E-02    55618
  67   2   2   4.10E-02     9395
  67   3   2   2.02E-02     8918
  67   4   4   2.19E-02     8071
  67   5   2   9.12E-02     2123
  67   5   2   5.37E-02     1918
  67   5   4   5.66E-02     1736
  67   5   4   3.70E-02     1386
  67   5   6   3.76E-02     1346
  67   6   2   1.94E-01      431
  67   6   2   1.23E-01      349
  67   6   4   1.30E-01      309
  67   6   4   1.02E-01      164
  67   6   6   1.04E-01      161
  67   7   2   5.26E-01       51
  67   7   2   3.58E-01       20
  67   7   4   3.88E-01       20
  67   6   6   1.10E-01        6
  67   6   7   6.50E-01        6
  68   1   2   1.13E-02    57486
  68   2   2   4.02E-02     9752
  68   3   2   1.98E-02     9265
  68   4   4   2.15E-02     8358
  68   5   2   8.93E-02     2211
  68   5   2   5.26E-02     2010
  68   5   4   5.56E-02     1816
  68   5   4   3.62E-02     1457
  68   5   6   3.69E-02     1413
  68   6   2   1.90E-01      453
  68   6   2   1.21E-01      366
  68   6   4   1.28E-01      320
  68   6   4   9.96E-02      172
  68   6   6   1.01E-01      169
  68   7   2   5.17E-01       64
  68   7   2   3.53E-01       33
  68   7   4   3.83E-01       33
  68   6   6   1.07E-01        6
  68   6   8   5.75E-01        6
  69   1   2   1.11E-02    59390
  69   2   2   3.95E-02    10116
  69   3   2   1.94E-02     9617
  69   4   4   2.11E-02     8648
  69   5   2   8.76E-02     2305
  69   5   2   5.16E-02     2088
  69   5   4   5.45E-02     1883
  69   5   4   3.55E-02     1513
  69   5   6   3.62E-02     1466
  69   6   2   1.86E-01      470
  69   6   2   1.18E-01      382
  69   6   4   1.25E-01      333
  69   6   4   9.75E-02      180
  69   6   6   9.94E-02      176
  69   7   2   5.09E-01       51
  69   7   2   3.47E-01       30
  69   7   4   3.78E-01       30
  69   6   6   1.04E-01        6
  69   6   8   3.37E-01        6
  69   7   1   1.95E+00        6
  70   1   2   1.09E-02    61332
  70   2   2   3.88E-02    10487
  70   3   2   1.90E-02     9978
  70   4   4   2.08E-02     8943
  70   5   2   8.59E-02     2397
  70   5   2   5.05E-02     2172
  70   5   4   5.35E-02     1949
  70   5   4   3.48E-02     1576
  70   5   6   3.55E-02     1527
  70   6   2   1.83E-01      487
  70   6   2   1.16E-01      399
  70   6   4   1.23E-01      346
  70   6   4   9.54E-02      189
  70   6   6   9.74E-02      185
  70   7   2   5.01E-01       53
  70   7   2   3.42E-01       23
  70   7   4   3.73E-01       23
  70   6   6   1.02E-01        6
  70   6   8   1.05E-01        6
  70   7   2   1.94E+00        6
  71   1   2   1.07E-02    63314
  71   2   2   3.81E-02    10870
  71   3   2   1.87E-02    10349
  71   4   4   2.05E-02     9244
  71   5   2   8.42E-02     2491
  71   5   2   4.95E-02     2264
  71   5   4   5.26E-02     2024
  71   5   4   3.42E-02     1640
  71   5   6   3.49E-02     1589
  71   6   2   1.79E-01      507
  71   6   2   1.13E-01      412
