 200
   1.20566 -46.05170   2.35215 -15.63426   2.87228 -16.30581   3.21271 -16.79150
   3.46622 -46.05170   3.66829 -46.05170   3.83630 -46.05170   3.98011 -46.05170
   4.10581 -46.05170   4.21747 -46.05170   4.31789 -46.05170   4.40915 -46.05170
   4.49277 -46.05170   4.56994 -46.05170   4.64157 -46.05170   4.70841 -46.05170
   4.77107 -46.05170   4.83003 -46.05170   4.88570 -46.05170   4.93844 -46.05170
   4.98854 -46.05170   5.03625 -46.05170   5.08178 -46.05170   5.12533 -46.05170
   5.16706 -46.05170   5.20712 -46.05170   5.24564 -46.05170   5.28273 -46.05170
   5.31849 -46.05170   5.35302 -46.05170   5.38639 -46.05170   5.41869 -46.05170
   5.44997 -46.05170   5.48031 -46.05170   5.50975 -46.05170   5.53835 -46.05170
   5.56616 -46.05170   5.59321 -46.05170   5.61956 -46.05170   5.64522 -46.05170
   5.67024 -46.05170   5.69465 -46.05170   5.71848 -46.05170   5.74176 -46.05170
   5.76451 -46.05170   5.78675 -46.05170   5.80850 -46.05170   5.82980 -46.05170
   5.85064 -46.05170   5.87107 -46.05170   5.89108 -46.05170   5.91070 -46.05170
   5.92995 -46.05170   5.94883 -46.05170   5.96736 -46.05170   5.98555 -46.05170
   6.00342 -46.05170   6.02098 -46.05170   6.03823 -46.05170   6.05519 -46.05170
   6.07186 -46.05170   6.08827 -46.05170   6.10441 -46.05170   6.12029 -46.05170
   6.13592 -46.05170   6.15131 -46.05170   6.16647 -46.05170   6.18141 -46.05170
   6.19612 -46.05170   6.21062 -46.05170   6.22491 -46.05170   6.23901 -46.05170
   6.25290 -46.05170   6.26661 -46.05170   6.28013 -46.05170   6.29347 -46.05170
   6.30663 -46.05170   6.31962 -46.05170   6.33245 -46.05170   6.34511 -46.05170
   6.35762  -8.67213   6.36997  -8.62554   6.38217  -8.55624   6.39422  -8.54512
   6.40613  -8.53413   6.41790  -8.51576   6.42954  -8.48579   6.44103  -8.45670
   6.45240  -8.42939   6.46364  -8.40596   6.47476  -8.39321   6.48575  -8.35350
   6.49663  -8.31477   6.50738  -8.28597   6.51802  -8.26348   6.52855  -8.24398
   6.53898  -8.22641   6.54929  -8.20914   6.55950  -8.20507   6.56960  -8.20376
   6.57960  -8.20324   6.58951  -8.22441   6.59932  -8.22097   6.60903  -8.20379
   6.61865  -8.18691   6.62817  -8.24992   6.63761  -8.29678   6.64696  -8.30255
   6.65622  -8.30835   6.66540  -8.32103   6.67449  -8.33736   6.68350  -8.35397
   6.69244  -8.37766   6.70129  -8.40600   6.71006  -8.43716   6.71876  -8.45384
   6.72738  -8.48752   6.73593  -8.51624   6.74441  -8.51267   6.75282  -8.50911
   6.76115  -8.51097   6.76942  -8.51570   6.77762  -8.50148   6.78575  -8.51789
   6.79382  -8.53280   6.80182  -8.51834   6.80976  -8.50409   6.81763  -8.49004
   6.82545  -8.47809   6.83320  -8.47809   6.84090  -8.47809   6.84853  -8.47809
   6.85611  -8.47809   6.86363  -8.46503   6.87110  -8.46472   6.87851  -8.47442
   6.88586  -8.48131   6.89316  -8.47231   6.90041  -8.45870   6.90761  -8.44526
   6.91475  -8.46145   6.92184  -8.47854   6.92889  -8.49560   6.93588  -8.51151
   6.94283  -8.52768   6.94973  -8.53751   6.95658  -8.53751   6.96338  -8.53751
   6.97014  -8.53751   6.97685  -8.54779   6.98352  -8.59703   6.99015  -8.63218
   6.99673  -8.66223   7.00326  -8.68954   7.00976  -8.71760   7.01621  -8.71406
   7.02262  -8.70489   7.02900  -8.73563   7.03533  -8.77909   7.04162  -8.79214
   7.04787  -8.76655   7.05408  -8.78044   7.06025  -8.79453   7.06639  -8.80626
   7.07249  -8.81106   7.07855  -8.81588   7.08458  -8.83706   7.09057  -8.86855
   7.09652  -8.80444   7.10244  -8.79489   7.10832  -8.80919   7.11417  -8.82369
   7.11999  -8.82083   7.12577  -8.81598   7.13152  -8.81194   7.13723  -8.81435
   7.14291  -8.81676   7.14856  -8.81841   7.15418  -8.81841   7.15977  -8.81395
   7.16533  -8.80914   7.17085  -8.80563   7.17635  -8.81042   7.18182  -8.81524
   7.18725  -8.81675   7.19266  -8.81193   7.19803  -8.80713   7.20338  -8.79971
   7.20870  -8.79025   7.21400  -8.78087   7.21926  -8.78224   7.22450  -8.78952
   7.22971  -8.80136   7.23489  -8.81333   7.24004  -8.81421   7.24517  -8.80700
   7.25028  -8.79984   7.25535  -8.80210   7.26040  -8.80688   7.26543  -8.81168
 200
   1.70357 -46.05170   1.82772 -21.15829   1.93814 -20.83417   2.03758 -20.67348
   2.12801 -20.57239   2.21094 -20.46848   2.28752 -20.18892   2.35865 -19.99105
   2.42505 -19.87928   2.48732 -19.80593   2.54593 -19.75845   2.60130 -19.74247
   2.65377 -19.74592   2.70362 -19.75312   2.75110 -19.76376   2.79642 -19.77956
   2.83979  -7.44361   2.88135  -6.68369   2.92125  -6.19885   2.95962  -6.04907
   2.99657  -5.89472   3.03221  -5.77968   3.06661  -5.74984   3.09988  -5.70691
   3.13207  -5.69115   3.16326  -5.73512   3.19351  -5.74362   3.22286  -5.75592
   3.25138  -5.78621   3.27911  -5.78509   3.30610  -5.79745   3.33237  -5.82636
   3.35797  -5.89293   3.38293  -5.95081   3.40728  -5.96203   3.43105  -5.98784
   3.45428  -6.03729   3.47697  -6.09324   3.49916  -6.07729   3.52087  -6.09087
   3.54212  -6.10331   3.56292  -6.08865   3.58331  -6.24548   3.60328  -6.28539
   3.62286  -6.26800   3.64207  -6.25092   3.66092  -6.28524   3.67941  -6.32305
   3.69758  -6.36321   3.71541  -6.41730   3.73294  -6.47449   3.75016  -6.52811
   3.76709  -6.56866   3.78374  -6.61093   3.80011  -6.64955   3.81623  -6.68524
   3.83208  -6.72224   3.84769  -6.75575   3.86306  -6.77565   3.87820  -6.79595
