    1    2
   0.7761403E-09   0.7249363E-09   0.4959648E-09  -0.1719401E-11   0.32000E-01
   -21.13756       -3.331249       0.3376516E-01   0.3185317E-02   0.10000E-02
    2    2
   0.3249221E-07   0.3228482E-07   0.2455811E-07  -0.6162649E-09   0.34000E-01
   -16.78622       -2.989787       0.1052872       0.8775900E-02   0.10000E-02
    3    2
   0.2699063E-06   0.2786923E-06   0.2228229E-06  -0.8372816E-08   0.36000E-01
   -14.76453       -3.064982       0.9298262E-01   0.8939578E-02   0.10000E-02
    4    2
   0.1189759E-05   0.1259027E-05   0.9706360E-06  -0.4098279E-07   0.38000E-01
   -13.34908       -3.088671       0.9025562E-01   0.9662013E-02   0.10000E-02
    5    2
   0.3659392E-05   0.3954687E-05   0.3000435E-05  -0.1462491E-06   0.40000E-01
   -12.37767       -3.184876       0.6933489E-01   0.8893182E-02   0.10000E-02
    6    2
   0.9055226E-05   0.1002728E-04   0.7430634E-05  -0.3939655E-06   0.42000E-01
   -11.51163       -3.214184       0.6111983E-01   0.8839178E-02   0.10000E-02
    7    2
   0.1932393E-04   0.2192085E-04   0.1590453E-04  -0.9098312E-06   0.44000E-01
   -10.68522       -3.173668       0.6740097E-01   0.9710950E-02   0.10000E-02
    8    2
   0.3705005E-04   0.4301519E-04   0.3065253E-04  -0.1884258E-05   0.46000E-01
   -9.934482       -3.110436       0.7904427E-01   0.1095265E-01   0.10000E-02
    9    2
   0.6550714E-04   0.7774913E-04   0.5455885E-04  -0.3585074E-05   0.48000E-01
   -9.167084       -2.980927       0.1052750       0.1320679E-01   0.10000E-02
   10    2
   0.1086576E-03   0.1315659E-03   0.9138798E-04  -0.6448199E-05   0.50000E-01
   -8.660468       -2.974500       0.1065940       0.1379362E-01   0.10000E-02
   11    3
   0.1719552E-03   0.2127234E-03   0.1457449E-03  -0.1085858E-04   0.52000E-01
   -7.059047       -2.174833       0.2861336       0.2734081E-01   0.10721E-02
   -8.398949       -2.681272        0.000000        0.000000       0.10000E-02
   12    3
   0.2611431E-03   0.3296966E-03   0.2232409E-03  -0.1750551E-04   0.54000E-01
   -7.481694       -2.763573       0.1523111       0.1800390E-01   0.13050E-02
   -7.986411       -2.679432        0.000000        0.000000       0.10000E-02
   13    3
   0.3826375E-03   0.4926524E-03   0.3300203E-03  -0.2717005E-04   0.56000E-01
   -6.768601       -2.522847       0.2082009       0.2270486E-01   0.15596E-02
   -11.84588       -3.944679      -0.9482881E-01    0.000000       0.10000E-02
   14    3
   0.5439082E-03   0.7137547E-03   0.4730538E-03  -0.4070203E-04   0.58000E-01
   -6.504261       -2.583628       0.1936596       0.2204911E-01   0.18389E-02
   -10.91254       -3.776827      -0.8335108E-01    0.000000       0.10000E-02
   15    3
   0.7535664E-03   0.1006703E-02   0.6608374E-03  -0.5938284E-04   0.60000E-01
   -6.177883       -2.561110       0.2032528       0.2356533E-01   0.21455E-02
   -9.430881       -3.284179      -0.1405655E-01   0.3305397E-02   0.10000E-02
   16    3
   0.1020380E-02   0.1388830E-02   0.9021277E-03  -0.8428761E-04   0.62000E-01
   -5.908697       -2.586872       0.1960489       0.2337651E-01   0.24720E-02
   -5.852449       -1.780418       0.2152612       0.1501363E-01   0.10000E-02
   17    3
   0.1355009E-02   0.1875206E-02   0.1207401E-02  -0.1170090E-03   0.64000E-01
   -5.752096       -2.683611       0.1714488       0.2180714E-01   0.28224E-02
   -5.090997       -1.510995       0.2639185       0.1795188E-01   0.10000E-02
   18    3
   0.1767655E-02   0.2490564E-02   0.1585761E-02  -0.1586492E-03   0.66000E-01
   -5.283213       -2.525511       0.2106854       0.2541749E-01   0.32029E-02
   -4.693462       -1.412280       0.2848261       0.1939720E-01   0.10000E-02
   19    3
   0.2272361E-02   0.3255499E-02   0.2053883E-02  -0.2120949E-03   0.68000E-01
   -5.668308       -3.028258       0.8071780E-01   0.1492533E-01   0.36074E-02
   -4.751860       -1.524820       0.2729131       0.1918326E-01   0.10000E-02
   20    3
   0.2882177E-02   0.4196236E-02   0.2622670E-02  -0.2789735E-03   0.70000E-01
   -5.134541       -2.795033       0.1397477       0.2022039E-01   0.40381E-02
   -4.382934       -1.443143       0.2895413       0.2037129E-01   0.10000E-02
   21    3
   0.3608435E-02   0.5335030E-02   0.3304410E-02  -0.3613665E-03   0.72000E-01
   -4.931380       -2.814262       0.1333762       0.1999163E-01   0.44928E-02
   -4.387621       -1.531871       0.2788999       0.2010435E-01   0.10000E-02
   22    3
   0.4465993E-02   0.6711502E-02   0.4110424E-02  -0.4600551E-03   0.74000E-01
   -4.623128       -2.737402       0.1527614       0.2199431E-01   0.49664E-02
   -4.271738       -1.558345       0.2779630       0.2033833E-01   0.10000E-02
   23    3
   0.5471809E-02   0.8344804E-02   0.5067564E-02  -0.5817137E-03   0.76000E-01
