0.00E+00   0.9827E+00
0.10E-01   0.9827E+00
0.20E-01   0.9881E+00
0.30E-01   0.1052E+01
0.40E-01   0.1134E+01
0.50E-01   0.1169E+01
0.60E-01   0.1187E+01
0.70E-01   0.1403E+01
0.80E-01   0.1814E+01
0.90E-01   0.2434E+01
0.10E+00   0.2498E+01
0.11E+00   0.2225E+01
0.12E+00   0.1855E+01
0.13E+00   0.1592E+01
0.14E+00   0.1508E+01
0.15E+00   0.1423E+01
0.16E+00   0.1285E+01
0.17E+00   0.1167E+01
0.18E+00   0.1080E+01
0.19E+00   0.1001E+01
0.20E+00   0.9553E+00
0.22E+00   0.9808E+00
0.24E+00   0.1021E+01
0.25E+00   0.1019E+01
0.26E+00   0.9694E+00
0.28E+00   0.8165E+00
0.30E+00   0.6919E+00
0.32E+00   0.6273E+00
0.34E+00   0.5743E+00
0.35E+00   0.5660E+00
0.36E+00   0.5620E+00
0.38E+00   0.5796E+00
0.40E+00   0.6126E+00
0.42E+00   0.6293E+00
0.44E+00   0.6292E+00
0.45E+00   0.6184E+00
0.46E+00   0.5949E+00
0.48E+00   0.5743E+00
0.50E+00   0.5401E+00
0.55E+00   0.4643E+00
0.60E+00   0.4500E+00
0.65E+00   0.4513E+00
0.70E+00   0.4605E+00
0.80E+00   0.4225E+00
0.90E+00   0.3716E+00
0.10E+01   0.3169E+00
0.11E+01   0.2904E+00
0.12E+01   0.2649E+00
0.13E+01   0.2408E+00
0.14E+01   0.2182E+00
0.15E+01   0.1976E+00
0.16E+01   0.1785E+00
0.17E+01   0.1613E+00
0.18E+01   0.1455E+00
0.19E+01   0.1315E+00
0.20E+01   0.1188E+00
0.22E+01   0.9717E-01
0.24E+01   0.7981E-01
0.25E+01   0.7244E-01
0.26E+01   0.6582E-01
0.28E+01   0.5456E-01
0.30E+01   0.4547E-01
0.33E+01   0.3492E-01
0.35E+01   0.2945E-01
0.36E+01   0.2710E-01
0.39E+01   0.2131E-01
0.40E+01   0.1972E-01
0.42E+01   0.1694E-01
0.46E+01   0.1266E-01
0.50E+01   0.9616E-02
0.54E+01   0.7413E-02
0.55E+01   0.6961E-02
0.58E+01   0.5791E-02
0.60E+01   0.5143E-02
0.62E+01   0.4581E-02
0.66E+01   0.3666E-02
0.70E+01   0.2966E-02
0.74E+01   0.2422E-02
0.80E+01   0.1818E-02
0.90E+01   0.1172E-02
0.10E+02   0.7870E-03
0.11E+02   0.5474E-03
0.12E+02   0.3918E-03
0.14E+02   0.2159E-03
0.16E+02   0.1284E-03
0.18E+02   0.8099E-04
0.20E+02   0.5357E-04
0.22E+02   0.3684E-04
0.25E+02   0.2227E-04
0.28E+02   0.1425E-04
0.31E+02   0.9536E-05
0.35E+02   0.5907E-05
0.40E+02   0.3488E-05
0.45E+02   0.2192E-05
0.50E+02   0.1447E-05
0.70E+02   0.3852E-06
0.10E+03   0.9534E-07
0.10E+04   0.1767E-10
0.10E+07   0.9192E-20
0.10E+10   0.9383E-29
