0.00E+00   0.5871E+00
0.10E-01   0.5871E+00
0.20E-01   0.5871E+00
0.30E-01   0.5871E+00
0.40E-01   0.5871E+00
0.50E-01   0.5871E+00
0.60E-01   0.5871E+00
0.70E-01   0.5871E+00
0.80E-01   0.5871E+00
0.90E-01   0.5871E+00
0.10E+00   0.1104E+01
0.11E+00   0.1296E+01
0.12E+00   0.1427E+01
0.13E+00   0.1514E+01
0.14E+00   0.1663E+01
0.15E+00   0.1790E+01
0.16E+00   0.1797E+01
0.17E+00   0.1759E+01
0.18E+00   0.1683E+01
0.19E+00   0.1616E+01
0.20E+00   0.1544E+01
0.22E+00   0.1498E+01
0.24E+00   0.1389E+01
0.25E+00   0.1267E+01
0.26E+00   0.1143E+01
0.28E+00   0.9613E+00
0.30E+00   0.8867E+00
0.32E+00   0.8557E+00
0.34E+00   0.8647E+00
0.35E+00   0.8571E+00
0.36E+00   0.8458E+00
0.38E+00   0.8107E+00
0.40E+00   0.7776E+00
0.42E+00   0.7366E+00
0.44E+00   0.6962E+00
0.45E+00   0.6625E+00
0.46E+00   0.6416E+00
0.48E+00   0.5953E+00
0.50E+00   0.5829E+00
0.55E+00   0.5574E+00
0.60E+00   0.5255E+00
0.65E+00   0.4827E+00
0.70E+00   0.4687E+00
0.80E+00   0.4353E+00
0.90E+00   0.3976E+00
0.10E+01   0.3285E+00
0.11E+01   0.3070E+00
0.12E+01   0.2865E+00
0.13E+01   0.2667E+00
0.14E+01   0.2477E+00
0.15E+01   0.2295E+00
0.16E+01   0.2122E+00
0.17E+01   0.1957E+00
0.18E+01   0.1803E+00
0.19E+01   0.1660E+00
0.20E+01   0.1528E+00
0.22E+01   0.1291E+00
0.24E+01   0.1092E+00
0.25E+01   0.1005E+00
0.26E+01   0.9251E-01
0.28E+01   0.7864E-01
0.30E+01   0.6710E-01
0.33E+01   0.5331E-01
0.35E+01   0.4599E-01
0.36E+01   0.4279E-01
0.39E+01   0.3472E-01
0.40E+01   0.3247E-01
0.42E+01   0.2849E-01
0.46E+01   0.2220E-01
0.50E+01   0.1756E-01
0.54E+01   0.1409E-01
0.55E+01   0.1336E-01
0.58E+01   0.1144E-01
0.60E+01   0.1035E-01
0.62E+01   0.9390E-02
0.66E+01   0.7782E-02
0.70E+01   0.6506E-02
0.74E+01   0.5481E-02
0.80E+01   0.4292E-02
0.90E+01   0.2942E-02
0.10E+02   0.2080E-02
0.11E+02   0.1508E-02
0.12E+02   0.1118E-02
0.14E+02   0.6504E-03
0.16E+02   0.4021E-03
0.18E+02   0.2612E-03
0.20E+02   0.1768E-03
0.22E+02   0.1237E-03
0.25E+02   0.7639E-04
0.28E+02   0.4966E-04
0.31E+02   0.3367E-04
0.35E+02   0.2115E-04
0.40E+02   0.1267E-04
0.45E+02   0.8054E-05
0.50E+02   0.5371E-05
0.70E+02   0.1476E-05
0.10E+03   0.3789E-06
0.10E+04   0.1058E-09
0.10E+07   0.8363E-19
0.10E+10   0.9412E-28
